Time,Record,Value_1,Value_2,Value_3,Value_4,Value_5,Value_6,Smp,,
8/19/2016 22:00,2071,9.200006,19.60667,28.92501,18.77667,16.82833,16,12.90889,,
8/19/2016 23:00,2072,9.228332,19.71833,29.015,18.12667,16.90001,16,12.87699,,
8/20/2016 0:00,2073,9.215006,19.63167,28.80667,17.45501,16.90334,16,12.84593,,
8/20/2016 1:00,2074,9.106673,19.66833,28.92833,16.82666,17,16,12.81655,,
8/20/2016 2:00,2075,9.19667,19.73166,28.69334,16.23333,17,16,12.78717,,
8/20/2016 3:00,2076,9.121665,19.74333,28.80999,15.68333,16.92168,16.02833,12.75527,,
8/20/2016 4:00,2077,9.081671,19.65667,29.06166,15.23666,16.90001,16.09999,12.72925,,
8/20/2016 5:00,2078,9.153332,19.72832,28.88666,14.83333,16.84666,16.09999,12.7091,,
8/20/2016 6:00,2079,9.246667,19.84668,28.89832,14.36499,16.79666,16.09999,12.68896,,
8/20/2016 7:00,2080,9.203334,19.75001,29.04999,14.03667,16.67167,16.09999,12.67301,,
8/20/2016 8:00,2081,9.250006,19.79333,29.025,13.715,16.57166,16.09999,12.8283,,
8/20/2016 9:00,2082,9.274994,19.73167,29.04999,13.5,16.49667,16.09999,13.58212,,
8/20/2016 10:00,2083,9.200004,19.85,29.04999,13.63501,16.37167,16.09999,13.47887,,
8/20/2016 11:00,2084,9.221665,19.79666,28.97499,14.07333,16.29666,16.09999,13.40752,,
8/20/2016 12:00,2085,9.253326,19.65333,28.86834,14.85501,16.19667,16.09666,13.37058,,
8/20/2016 13:00,2086,9.275001,19.61833,28.72167,15.94334,16.09999,16,13.34792,,
8/20/2016 14:00,2087,9.221673,19.60666,28.82833,17.26834,16.07166,16,13.33113,,
8/20/2016 15:00,2088,9.243327,19.59333,28.94333,18.48666,16,16,13.30259,,
8/20/2016 16:00,2089,9.21,19.39,28.725,19.39499,16,16,13.27573,,
8/20/2016 17:00,2090,9.275,19.39334,28.52502,19.80667,16.02833,16,13.27237,,
8/20/2016 18:00,2091,9.043331,19.37167,28.55834,19.90001,16.09999,15.92168,13.27908,,
8/20/2016 19:00,2092,9.021667,19.185,28.54835,19.87168,16.17834,15.90001,13.11707,,
8/20/2016 20:00,2093,9.05667,19.35668,28.74667,19.71499,16.25333,15.90001,13.0197,,
8/20/2016 21:00,2094,9.175004,19.17333,28.83169,19.33333,16.35334,15.90001,12.97017,,
8/20/2016 22:00,2095,9.100003,19.27333,28.86834,18.755,16.45333,15.90001,12.93072,,
8/20/2016 23:00,2096,9.150001,19.37833,28.76501,18.12667,16.50333,15.90001,12.89546,,
8/21/2016 0:00,2097,9.150002,19.40833,28.81667,17.48,16.59999,15.90001,12.86776,,
8/21/2016 1:00,2098,9.12167,19.31667,28.67498,16.90834,16.59999,15.90001,12.84006,,
8/21/2016 2:00,2099,9.046667,19.47166,28.88,16.35833,16.59999,15.90001,12.80984,,
8/21/2016 3:00,2100,9.100003,19.17833,28.71667,15.93333,16.59999,15.90001,12.78549,,
8/21/2016 4:00,2101,9.106669,19.375,28.92834,15.43667,16.59999,15.90001,12.76535,,
8/21/2016 5:00,2102,9.253332,19.5,28.89666,15.09,16.59666,15.90001,12.7452,,
8/21/2016 6:00,2103,9.250006,19.5,28.95667,14.73666,16.5,15.90001,12.72169,,
8/21/2016 7:00,2104,9.275,19.425,28.99835,14.39,16.47167,15.90001,12.69315,,
8/21/2016 8:00,2105,9.299994,19.525,28.60164,14.065,16.40001,15.90001,12.85433,,
8/21/2016 9:00,2106,9.224998,19.49999,28.74334,13.90001,16.32166,15.90001,13.56533,,
8/21/2016 10:00,2107,9.200003,19.5,28.95667,13.98499,16.24667,15.90001,13.44613,,
8/21/2016 11:00,2108,9.265001,19.55333,29.04333,14.44833,16.14666,15.90001,13.38065,,
8/21/2016 12:00,2109,9.156665,19.19667,28.60835,15.23,16.09666,15.90001,13.34792,,
8/21/2016 13:00,2110,9.228332,19.44333,28.61667,16.31834,16,15.90001,13.31686,,
8/21/2016 14:00,2111,9.16167,19.25335,28.675,17.72501,16,15.90001,13.29755,,
8/21/2016 15:00,2112,9.138327,19.31833,28.72498,19.06167,15.97501,15.90001,13.27908,,
8/21/2016 16:00,2113,9.271662,18.88334,28.74001,19.91666,16,15.90001,13.26649,,
8/21/2016 17:00,2114,9.128333,18.95,28.72832,20.25334,16,15.87167,13.26733,,
8/21/2016 18:00,2115,9.065001,19.01,28.80333,20.29666,16.07832,15.79999,13.27908,,
8/21/2016 19:00,2116,9.053335,19.09666,28.65835,20.11833,16.15334,15.79999,13.1112,,
8/21/2016 20:00,2117,9.103334,18.88001,28.53835,19.83666,16.25333,15.79999,13.00375,,
8/21/2016 21:00,2118,9.146671,18.85999,28.68167,19.35499,16.35334,15.79999,12.95674,,
8/21/2016 22:00,2119,9.146673,18.81666,28.79335,18.75167,16.45333,15.79999,12.92148,,
8/21/2016 23:00,2120,9.106672,19.17834,28.65666,18.02667,16.50333,15.79999,12.88371,,
8/22/2016 0:00,2121,9.118337,19.225,28.82835,17.40834,16.59999,15.79999,12.86356,,
8/22/2016 1:00,2122,9.110004,19.175,28.82169,16.93334,16.59999,15.79999,12.8409,,
8/22/2016 2:00,2123,9.096668,19.04999,28.89668,16.43667,16.59999,15.79999,12.81487,,
8/22/2016 3:00,2124,9.153338,19.1,28.72831,16.065,16.59999,15.79999,12.79389,,
8/22/2016 4:00,2125,9.125,19.17501,28.92834,15.73666,16.59999,15.80333,12.7687,,
8/22/2016 5:00,2126,9.221668,19.07666,28.85169,15.415,16.54667,15.90001,12.74184,,
8/22/2016 6:00,2127,9.253333,19.01667,28.77002,15.115,16.5,15.90001,12.71582,,
8/22/2016 7:00,2128,9.271668,19.035,28.725,14.79,16.47167,15.90001,12.69315,,
8/22/2016 8:00,2129,9.253333,19.35333,28.85501,14.46501,16.40001,15.90001,12.85265,,
8/22/2016 9:00,2130,9.236674,19.24334,28.57001,14.29999,16.32166,15.90001,13.57624,,
8/22/2016 10:00,2131,9.178334,19.02834,28.80001,14.385,16.27167,15.90001,13.44277,,
8/22/2016 11:00,2132,9.159998,19.35,28.70833,14.795,16.19667,15.90001,13.36722,,
8/22/2016 12:00,2133,9.274994,18.92167,28.64166,15.555,16.09999,15.90001,13.32861,,
8/22/2016 13:00,2134,9.224998,19.205,28.82168,16.64666,16.07166,15.90001,13.30594,,
8/22/2016 14:00,2135,9.121663,19.13834,28.81167,18.04333,16,15.87167,13.29167,,
8/22/2016 15:00,2136,9.228333,18.80333,28.49499,19.25834,16,15.79999,13.27573,,
8/22/2016 16:00,2137,9.240001,18.91501,28.58999,20.04166,16,15.79999,13.2816,,
8/22/2016 17:00,2138,9.050003,18.96,28.65333,20.27166,16.05332,15.79999,13.2816,,
8/22/2016 18:00,2139,9,18.90334,28.54999,20.04001,16.12833,15.79999,13.2816,,
8/22/2016 19:00,2140,9,18.72165,28.66166,19.73666,16.22833,15.79999,13.13134,,
8/22/2016 20:00,2141,9.049999,19.13167,28.48498,19.33666,16.30333,15.79999,13.01634,,
8/22/2016 21:00,2142,9.028334,19.24333,28.69335,18.90834,16.40001,15.79999,12.95926,,
8/22/2016 22:00,2143,9.021667,18.85334,28.62498,18.30166,16.47833,15.79999,12.91645,,
8/22/2016 23:00,2144,9.031668,18.75668,28.52499,17.60168,16.50333,15.79999,12.88539,,
8/23/2016 0:00,2145,9.175,18.83334,28.50665,16.955,16.59999,15.79999,12.85265,,
8/23/2016 1:00,2146,9.228338,19.10333,28.69332,16.35833,16.59999,15.79999,12.83334,,
8/23/2016 2:00,2147,9.299994,18.83166,28.58167,15.93667,16.59999,15.79999,12.8048,,
8/23/2016 3:00,2148,9.293328,18.865,28.77166,15.53667,16.57166,15.79999,12.78046,,
8/23/2016 4:00,2149,9.246661,18.88833,28.60332,15.13667,16.5,15.79999,12.75443,,
8/23/2016 5:00,2150,9.206661,19.03667,28.75669,14.73666,16.49667,15.79999,12.73093,,
8/23/2016 6:00,2151,9.20333,18.58666,28.81835,14.41833,16.40001,15.79999,12.70407,,
8/23/2016 7:00,2152,9.278329,18.50333,28.45,14.13667,16.32166,15.79999,12.67217,,
8/23/2016 8:00,2153,9.249995,18.97,28.7,13.815,16.27167,15.79999,12.8367,,
8/23/2016 9:00,2154,9.208331,19.07501,28.64333,13.52167,16.19667,15.79999,13.61738,,
8/23/2016 10:00,2155,9.025,19.165,28.71002,13.585,16.09666,15.79999,13.47131,,
8/23/2016 11:00,2156,9.099994,18.91,28.47666,13.99167,16,15.79999,13.40836,,
8/23/2016 12:00,2157,9.085007,18.88332,28.28834,14.70832,15.92168,15.79999,13.3689,,
8/23/2016 13:00,2158,9.049997,18.895,28.47833,15.79334,15.87167,15.79999,13.3496,,
8/23/2016 14:00,2159,9.118335,19.19666,28.52999,17.14332,15.79999,15.79999,13.33365,,
8/23/2016 15:00,2160,9.13167,19.14999,28.35667,18.41166,15.79999,15.79999,13.31686,,
8/23/2016 16:00,2161,9.125004,19.04667,28.24001,19.24167,15.79999,15.79999,13.29419,,
8/23/2016 17:00,2162,9.221671,19.12166,28.36667,19.55332,15.79999,15.79666,13.28832,,
8/23/2016 18:00,2163,9.253328,18.97501,28.35334,19.49334,15.87834,15.70001,13.29671,,
8/23/2016 19:00,2164,9.150002,18.975,28.45,19.28999,15.95333,15.70001,13.11791,,
8/23/2016 20:00,2165,9.228333,18.97501,28.305,18.96168,16.02833,15.70001,13.00878,,
8/23/2016 21:00,2166,9.214998,18.99667,28.30334,18.505,16.10332,15.70001,12.95842,,
8/23/2016 22:00,2167,9.135003,19.02833,28.33834,17.77334,16.20001,15.70001,12.91393,,
8/23/2016 23:00,2168,9.271667,18.97501,28.43667,17.05166,16.25333,15.70001,12.88119,,
8/24/2016 0:00,2169,9.224999,18.95001,28.33501,16.38,16.29999,15.70001,12.85181,,
8/24/2016 1:00,2170,9.218333,18.95,28.23168,15.78,16.29999,15.70001,12.82411,,
8/24/2016 2:00,2171,9.131666,18.975,28.27501,15.23333,16.29999,15.70001,12.79389,,
8/24/2016 3:00,2172,9.243327,19.02833,28.32168,14.70833,16.29999,15.70001,12.75779,,
8/24/2016 4:00,2173,9.131671,18.96834,28.475,14.23666,16.22168,15.70001,12.73345,,
8/24/2016 5:00,2174,9.140002,18.97832,28.35667,13.83667,16.19667,15.70001,12.70994,,
8/24/2016 6:00,2175,9.050002,19.02499,28.50334,13.43667,16.09999,15.70001,12.67888,,
8/24/2016 7:00,2176,9.085,18.99667,28.565,13.03667,16.04667,15.70001,12.64783,,
8/24/2016 8:00,2177,9.103332,18.95667,28.51499,12.715,15.94668,15.70001,12.81907,,
8/24/2016 9:00,2178,9.014998,19.04999,28.29167,12.44667,15.84666,15.70001,13.68789,,
8/24/2016 10:00,2179,9.021666,19.15,28.41834,12.50999,15.74667,15.70001,13.52336,,
8/24/2016 11:00,2180,8.985001,19.17167,28.47833,12.91999,15.62166,15.70001,13.45453,,
8/24/2016 12:00,2181,9.036663,19.03167,28.27167,13.68333,15.54667,15.70001,13.41927,,
8/24/2016 13:00,2182,9.013337,19.12166,28.25002,14.84333,15.44668,15.64666,13.39493,,
8/24/2016 14:00,2183,8.964996,19.04666,28.37502,16.11833,15.40001,15.59999,13.37982,,
8/24/2016 15:00,2184,8.924998,18.99667,28.35002,17.28,15.39667,15.59999,13.35883,,
8/24/2016 16:00,2185,8.90333,18.92501,27.93666,18.095,15.32834,15.59999,13.33868,,
8/24/2016 17:00,2186,9.100002,18.86834,28.085,18.45333,15.40001,15.59999,13.3412,,
8/24/2016 18:00,2187,9.085004,18.82833,28.12164,18.44335,15.40334,15.57166,13.3496,,
8/24/2016 19:00,2188,9.196671,18.55,28.19998,18.24334,15.5,15.5,13.15569,,
8/24/2016 20:00,2189,8.974996,18.70001,28.155,17.99001,15.57832,15.5,13.03061,,
8/24/2016 21:00,2190,9.053332,18.87168,27.89832,17.52667,15.65334,15.5,12.97353,,
8/24/2016 22:00,2191,9.165003,18.87834,28.15168,16.85166,15.72833,15.5,12.9198,,
8/24/2016 23:00,2192,9.153337,18.87501,27.93166,16.10168,15.79999,15.5,12.89294,,
8/25/2016 0:00,2193,9.146669,18.85334,28.05332,15.53667,15.79999,15.5,12.8728,,
8/25/2016 1:00,2194,9.059999,18.92168,28.13498,15.13667,15.82833,15.5,12.85097,,
8/25/2016 2:00,2195,9.061667,18.85834,28.25334,14.70833,15.82166,15.5,12.82243,,
8/25/2016 3:00,2196,8.934998,18.74501,28.125,14.23666,15.79999,15.5,12.80312,,
8/25/2016 4:00,2197,9.228338,18.86834,28.27833,13.915,15.79999,15.5,12.77374,,
8/25/2016 5:00,2198,9.086661,18.83501,28.39668,13.615,15.72168,15.5,12.75527,,
8/25/2016 6:00,2199,9.124999,18.94667,28.35002,13.31833,15.64666,15.5,12.72505,,
8/25/2016 7:00,2200,8.888331,18.92501,28.25,13.03667,15.59666,15.5,12.69148,,
8/25/2016 8:00,2201,9.158328,18.95667,28.28001,12.71833,15.5,15.5,12.86776,,
8/25/2016 9:00,2202,8.966662,18.99667,28.11334,12.525,15.44668,15.5,13.66858,,
8/25/2016 10:00,2203,9.003341,18.90001,28.11,12.685,15.37166,15.5,13.53931,,
8/25/2016 11:00,2204,9.026661,18.95,28.31499,13.06667,15.29666,15.5,13.46292,,
8/25/2016 12:00,2205,8.803333,18.94667,28.25335,13.83334,15.20001,15.44667,13.41927,,
8/25/2016 13:00,2206,8.84166,18.92834,28.1,14.89,15.14666,15.40001,13.39073,,
8/25/2016 14:00,2207,8.936664,18.51999,28.13999,16.09,15.09999,15.40001,13.37142,,
8/25/2016 15:00,2208,8.860001,18.645,28.04999,17.12668,15.09999,15.40001,13.33029,,
8/25/2016 16:00,2209,8.914997,18.75001,27.79,17.97666,15.09999,15.40001,13.31098,,
8/25/2016 17:00,2210,8.900004,18.45333,27.92834,18.53498,15.10333,15.40001,13.31098,,
8/25/2016 18:00,2211,9.053338,18.70167,27.825,18.77499,15.20001,15.34666,13.1666,,
8/25/2016 19:00,2212,9.053335,18.545,27.73167,18.56167,15.25333,15.29999,13.09441,,
8/25/2016 20:00,2213,9.100002,18.47832,27.58667,18.16166,15.32834,15.29999,13.00962,,
8/25/2016 21:00,2214,9.050001,18.72167,27.69498,17.705,15.45333,15.29999,12.96261,,
8/25/2016 22:00,2215,9.078337,18.50332,28.01834,17.055,15.50333,15.29999,12.92736,,
8/25/2016 23:00,2216,9.203337,18.50001,27.92834,16.43001,15.59999,15.29999,12.8963,,
8/26/2016 0:00,2217,9.115001,18.6,27.79,15.88,15.65334,15.29999,12.8644,,
8/26/2016 1:00,2218,9.050002,18.45667,27.73166,15.30832,15.70001,15.29999,12.84006,,
8/26/2016 2:00,2219,9.10667,18.49001,27.71167,14.80832,15.70001,15.29999,12.80564,,
8/26/2016 3:00,2220,8.999998,18.50668,27.77333,14.33667,15.70001,15.29999,12.7771,,
8/26/2016 4:00,2221,9.068332,18.41834,27.86833,13.93667,15.62166,15.29999,12.75024,,
8/26/2016 5:00,2222,9.071669,18.55667,27.91835,13.53667,15.59999,15.29999,12.72254,,
8/26/2016 6:00,2223,8.899997,18.77167,27.885,13.24334,15.54667,15.29999,12.69399,,
8/26/2016 7:00,2224,9.060004,18.85001,27.89,13.01501,15.49667,15.29999,12.66629,,
8/26/2016 8:00,2225,9.053326,18.67835,27.88499,12.71833,15.40001,15.29999,12.80144,,
8/26/2016 9:00,2226,9.180004,18.82667,27.96165,12.525,15.34666,15.29999,13.50321,,
8/26/2016 10:00,2227,8.799996,18.72334,27.97835,12.685,15.24667,15.29999,13.51245,,
8/26/2016 11:00,2228,8.741667,18.64667,27.87835,13.12,15.19667,15.29999,13.44445,,
8/26/2016 12:00,2229,9.183338,18.85,27.71166,13.85501,15.09999,15.29999,13.38989,,
8/26/2016 13:00,2230,8.853332,18.19667,27.71834,14.89,15.04667,15.29999,13.35799,,
8/26/2016 14:00,2231,8.87833,18.55,27.74833,16.21834,15,15.29999,13.36806,,
8/26/2016 15:00,2232,8.95,18.725,27.70001,17.22333,15,15.29999,13.3496,,
8/26/2016 16:00,2233,8.975001,18.65166,27.65834,17.89499,15,15.24667,13.32777,,
8/26/2016 17:00,2234,9.018334,18.47332,27.67499,18.33167,15.02833,15.20001,13.37058,,
8/26/2016 18:00,2235,8.931667,18.64666,27.52834,18.34666,15.09999,15.20001,13.34456,,
8/26/2016 19:00,2236,9.088335,18.605,27.66832,18.19333,15.17834,15.20001,13.09776,,
8/26/2016 20:00,2237,9.12167,18.37667,27.57498,17.90834,15.25333,15.20001,13.01046,,
8/26/2016 21:00,2238,9.146667,18.63166,27.65665,17.38,15.35334,15.20001,12.96849,,
8/26/2016 22:00,2239,9.071666,18.41167,27.58834,16.80499,15.40334,15.20001,12.92736,,
8/26/2016 23:00,2240,9.050003,18.47833,27.81166,16.18333,15.5,15.20001,12.89882,,
8/27/2016 0:00,2241,9.050003,18.69667,27.60332,15.63,15.5,15.20001,12.86944,,
8/27/2016 1:00,2242,8.974998,18.31666,27.665,15.08334,15.525,15.20001,12.84509,,
8/27/2016 2:00,2243,9.021669,18.08666,27.67834,14.63667,15.5,15.20001,12.81823,,
8/27/2016 3:00,2244,9.000002,18.65,27.81335,14.23666,15.5,15.20001,12.78549,,
8/27/2016 4:00,2245,8.843334,18.55333,27.76501,13.83667,15.5,15.20001,12.75443,,
8/27/2016 5:00,2246,8.831662,18.69666,27.75332,13.41167,15.47167,15.20001,12.72421,,
8/27/2016 6:00,2247,8.924998,18.55333,27.63166,13.03667,15.40001,15.20001,12.69651,,
8/27/2016 7:00,2248,8.925002,18.71834,27.71667,12.665,15.34666,15.20001,12.6621,,
8/27/2016 8:00,2249,8.960003,18.67499,27.905,12.39,15.29666,15.20001,12.81487,,
8/27/2016 9:00,2250,8.990002,18.70332,27.66,12.15,15.20001,15.20001,13.67698,,
8/27/2016 10:00,2251,8.918335,18.67834,27.68999,12.285,15.12166,15.20001,13.49314,,
8/27/2016 11:00,2252,8.891671,18.74667,27.73168,12.69501,15.02167,15.20001,13.42515,,
8/27/2016 12:00,2253,9.083332,18.70333,27.82165,13.45833,14.94668,15.20001,13.37646,,
8/27/2016 13:00,2254,8.99167,18.72166,27.66831,14.61833,14.90001,15.20001,13.35631,,
8/27/2016 14:00,2255,8.983337,18.30168,27.65999,15.99666,14.82166,15.20001,13.337,,
8/27/2016 15:00,2256,8.841664,18.15,27.73333,17.31501,14.79999,15.17166,13.32861,,
8/27/2016 16:00,2257,8.958337,18.15334,27.52168,18.21667,14.79999,15.09999,13.30846,,
8/27/2016 17:00,2258,8.981668,18.395,27.60333,18.57832,14.85334,15.09999,13.3093,,
8/27/2016 18:00,2259,8.906662,18.54,27.45,18.59666,14.92833,15.09999,13.31854,,
8/27/2016 19:00,2260,9.053335,18.16,27.47166,18.46834,15.02833,15.09999,13.12547,,
8/27/2016 20:00,2261,9.071667,18.04,27.58167,18.13667,15.12834,15.09999,13.0113,,
8/27/2016 21:00,2262,9.046668,18.20832,27.36832,17.65166,15.20334,15.09999,12.96094,,
8/27/2016 22:00,2263,9.128332,17.94834,27.62166,16.92667,15.29999,15.09999,12.93239,,
8/27/2016 23:00,2264,9.018334,18.1,27.50999,16.27999,15.37834,15.09999,12.89966,,
8/28/2016 0:00,2265,8.985001,18.40499,27.84166,15.68333,15.40334,15.09999,12.86356,,
8/28/2016 1:00,2266,9.064996,18.40166,27.905,15.15833,15.5,15.09999,12.83586,,
8/28/2016 2:00,2267,8.999999,18.29332,27.59667,14.65833,15.5,15.09999,12.80984,,
8/28/2016 3:00,2268,9.099998,18.25333,27.51666,14.23666,15.49667,15.09999,12.78381,,
8/28/2016 4:00,2269,9.050002,18.625,27.58,13.83667,15.40001,15.09999,12.75695,,
8/28/2016 5:00,2270,8.899997,18.325,27.45998,13.43667,15.40001,15.09999,12.73009,,
8/28/2016 6:00,2271,8.859994,18.47166,27.70332,13.09,15.32166,15.09999,12.69819,,
8/28/2016 7:00,2272,8.958333,18.3,27.66833,12.79,15.29666,15.09999,12.67217,,
8/28/2016 8:00,2273,8.970004,18.475,27.54999,12.49334,15.20001,15.09999,12.82243,,
8/28/2016 9:00,2274,8.908336,18.15001,27.62833,12.40001,15.14666,15.09999,13.62241,,
8/28/2016 10:00,2275,9.088337,18.48333,27.52167,12.48499,15.04667,15.09999,13.4688,,
8/28/2016 11:00,2276,8.90833,18.54833,27.52833,12.94834,14.99667,15.09999,13.38989,,
8/28/2016 12:00,2277,9.091672,18.64333,27.64001,13.78333,14.90001,15.09999,13.34708,,
8/28/2016 13:00,2278,8.933338,18.62833,27.40668,14.91834,14.82166,15.09999,13.32609,,
8/28/2016 14:00,2279,8.910006,18.36834,27.38167,16.26834,14.79999,15.09999,13.31098,,
8/28/2016 15:00,2280,8.921663,18.57832,27.66169,17.45832,14.79999,15.09666,13.29167,,
8/28/2016 16:00,2281,9.043335,18.24334,27.42499,18.29501,14.79999,15.05,13.28076,,
8/28/2016 17:00,2282,8.953338,18.10335,27.39999,18.76001,14.85334,15,13.27321,,
8/28/2016 18:00,2283,8.87833,18.35499,27.11832,18.90001,14.92833,15,13.26985,,
8/28/2016 19:00,2284,8.924998,18.325,27.37165,18.87167,15.02833,15,13.09776,,
8/28/2016 20:00,2285,8.934998,18.28166,27.10666,18.63667,15.12834,15,13.0113,,
8/28/2016 21:00,2286,8.996663,18.47,27.47499,18.23333,15.22833,15,12.96513,,
8/28/2016 22:00,2287,9.103337,18.47334,27.295,17.63,15.32834,15,12.924,,
8/28/2016 23:00,2288,9.115001,18.27332,27.65166,17.03,15.40334,15,12.89378,,
8/29/2016 0:00,2289,9.003335,18.42667,27.45334,16.455,15.5,15,12.86776,,
8/29/2016 1:00,2290,9.100006,18.25,27.42834,15.93333,15.5,15,12.83334,,
8/29/2016 2:00,2291,8.999997,17.845,27.55668,15.43333,15.57832,15,12.80144,,
8/29/2016 3:00,2292,9.031665,18.52499,27.49335,14.93667,15.59999,15,12.77122,,
8/29/2016 4:00,2293,9.071668,18.28,27.42167,14.45833,15.54666,15,12.74268,,
8/29/2016 5:00,2294,8.968331,18.12332,27.20001,14.09,15.5,15.05332,12.7175,,
8/29/2016 6:00,2295,8.921664,18.05667,27.61002,13.73666,15.5,15.09999,12.6856,,
8/29/2016 7:00,2296,8.824997,18.11166,27.425,13.34,15.44668,15.09999,12.66377,,
8/29/2016 8:00,2297,8.966662,18,27.53835,13.04001,15.37166,15.09999,12.8367,,
8/29/2016 9:00,2298,8.904996,18.35666,27.48334,12.82166,15.29999,15.09999,13.61738,,
8/29/2016 10:00,2299,8.775002,18.14334,27.49835,12.885,15.22168,15.09999,13.46292,,
8/29/2016 11:00,2300,8.956672,17.98499,27.55166,13.295,15.14666,15.09999,13.38989,,
8/29/2016 12:00,2301,8.743339,18.35668,27.44668,14.02999,15.09666,15.09999,13.35631,,
8/29/2016 13:00,2302,8.734999,18.10833,27.23832,15.09334,15,15.09999,13.33365,,
8/29/2016 14:00,2303,8.799999,18.40167,27.28,16.41834,15,15.09999,13.30846,,
8/29/2016 15:00,2304,9.046666,18.38,27.25666,17.68666,15,15.09999,13.26565,,
8/29/2016 16:00,2305,8.881668,18.64335,27.34666,18.595,15,15.09666,13.23627,,
8/29/2016 17:00,2306,8.906669,18.6,27.11501,18.95333,15,15,13.23459,,
8/29/2016 18:00,2307,9.118335,18.28999,27.22333,18.94668,15.07832,15,13.17835,,
8/29/2016 19:00,2308,9.074998,17.985,27.15166,18.76499,15.15334,15,13.08014,,
8/29/2016 20:00,2309,9.07167,18.30334,27.34499,18.46502,15.25333,15,12.99032,,
8/29/2016 21:00,2310,9.121671,18.47167,27.20833,18.13333,15.32834,15,12.95254,,
8/29/2016 22:00,2311,9.156665,18.40168,26.95001,17.58001,15.42833,15,12.91477,,
8/29/2016 23:00,2312,8.993333,18.39834,27.25,17.00833,15.50333,15,12.88035,,
8/30/2016 0:00,2313,9.028336,18.40334,27.19499,16.48334,15.59999,15,12.84509,,
8/30/2016 1:00,2314,9.021666,18.34334,27.68666,16.00833,15.59999,15,12.81487,,
8/30/2016 2:00,2315,8.92833,18.21333,27.17166,15.53667,15.59999,15.00333,12.78969,,
8/30/2016 3:00,2316,8.956665,18.26501,27.25333,15.13667,15.59999,15.04999,12.75863,,
8/30/2016 4:00,2317,8.964996,18.52501,27.33166,14.78666,15.59999,15.09999,12.73177,,
8/30/2016 5:00,2318,9.11333,18.33167,27.21831,14.415,15.59999,15.09999,12.67049,,
8/30/2016 6:00,2319,8.936667,18.11502,27.35001,14.115,15.59999,15.09999,12.68224,,
8/30/2016 7:00,2320,8.975001,18.36,27.32498,13.79,15.52167,15.09999,12.6621,,
8/30/2016 8:00,2321,8.924998,18.39834,27.22166,13.46501,15.49667,15.09999,12.81403,,
8/30/2016 9:00,2322,8.896666,18.605,27.28501,13.29999,15.40001,15.09999,13.61486,,
8/30/2016 10:00,2323,8.888333,17.54666,27.37165,13.35667,15.34666,15.09999,13.45537,,
8/30/2016 11:00,2324,9.033334,18.39334,27.14999,13.77333,15.29666,15.09999,13.37478,,
8/30/2016 12:00,2325,8.725,18.15001,27.14334,14.66166,15.20001,15.09999,13.32189,,
8/30/2016 13:00,2326,8.721665,18.53333,27.225,15.84667,15.17166,15.09999,13.29167,,
8/30/2016 14:00,2327,8.788336,18.14834,27.40666,17.29667,15.09999,15.09999,13.26229,,
8/30/2016 15:00,2328,8.843335,18.19333,27.19998,18.66833,15.09999,15.09999,13.24131,,
8/30/2016 16:00,2329,8.963334,18.07501,27.21499,19.80167,15.17834,15.09999,13.22116,,
8/30/2016 17:00,2330,8.95333,18.07833,27.10332,20.46666,15.22833,15.09999,13.22704,,
8/30/2016 18:00,2331,9.11167,18.33166,27.25,20.77833,15.32834,15.09999,13.24215,,
8/30/2016 19:00,2332,9.085003,18.13334,27.27666,20.71833,15.45333,15.09999,13.07678,,
8/30/2016 20:00,2333,9.115005,18.26,27.45499,20.40833,15.58166,15.09999,12.98444,,
8/30/2016 21:00,2334,9.081667,17.95499,27.28168,19.77334,15.77832,15.09999,12.93743,,
8/30/2016 22:00,2335,9.128336,18.42333,27.53167,18.97667,15.88167,15.09999,12.90637,,
8/30/2016 23:00,2336,9.200006,18.58,27.30832,18.32999,16.00333,15.09999,12.87951,,
8/31/2016 0:00,2337,9.12167,17.67166,27.43835,17.80832,16.09999,15.09999,12.85349,,
8/31/2016 1:00,2338,9.146669,18.26333,27.44,17.33667,16.15334,15.09999,12.8283,,
8/31/2016 2:00,2339,9.050002,18.33167,27.22499,16.94,16.20001,15.10333,12.8048,,
8/31/2016 3:00,2340,9.021669,18.28166,27.25333,16.55834,16.20001,15.20001,12.77794,,
8/31/2016 4:00,2341,9.003331,18.315,27.49667,16.13667,16.20001,15.20001,12.75191,,
8/31/2016 5:00,2342,8.946665,18.28168,27.25335,15.73999,16.20001,15.20001,12.73261,,
8/31/2016 6:00,2343,8.924998,18.50333,27.27167,15.46501,16.20001,15.20001,12.7175,,
8/31/2016 7:00,2344,8.874996,18.125,27.45,15.19333,16.12166,15.25333,12.69819,,
8/31/2016 8:00,2345,8.96,18.66167,27.44665,14.94,16.09999,15.29999,12.81655,,
8/31/2016 9:00,2346,8.989999,18.49166,27.49166,14.72168,16.04667,15.29999,13.5284,,
8/31/2016 10:00,2347,8.95,18.71834,27.43667,14.76,16,15.29999,13.40752,,
8/31/2016 11:00,2348,8.899997,18.09001,27.47499,15.24833,15.94668,15.29999,13.33784,,
8/31/2016 12:00,2349,9.025004,18.27832,27.575,16.18999,15.89667,15.29999,13.29335,,
8/31/2016 13:00,2350,8.899997,18.08332,27.43833,17.41834,15.79999,15.29999,13.25978,,
