Time,Record,Value_1,Value_2,Value_3,Value_4,Value_5,Value_6,Smp
11/29/2016 23:00,4520,26.19331,25.32502,0,1.871668,4,0,12.82495
11/30/2016 0:00,4521,26.19999,25.27166,0,1.693333,4,0,12.81152
11/30/2016 1:00,4522,26.14999,25.20666,0,1.546667,3.974999,0,12.79725
11/30/2016 2:00,4523,26.225,25.375,0,1.418334,3.946666,0,12.77962
11/30/2016 3:00,4524,26.19999,25.32168,0,1.3,3.899998,0,12.76703
11/30/2016 4:00,4525,26.14666,25.35002,0,1.246666,3.899998,0,12.76199
11/30/2016 5:00,4526,26.12499,25.35001,0,1.2,3.899998,0,12.75443
11/30/2016 6:00,4527,26.14998,25.24665,0,1.121666,3.899998,0,12.74184
11/30/2016 7:00,4528,26.09999,25.32501,0,1.099999,3.899998,0,12.72757
11/30/2016 8:00,4529,26.07499,25.41001,0,1.099999,3.871667,0,12.71162
11/30/2016 9:00,4530,25.69668,25.425,0,1.046667,3.800002,0,12.69903
11/30/2016 10:00,4531,25.85167,25.32166,0,1,3.800002,0,12.75108
11/30/2016 11:00,4532,25.24665,25.34668,0,1,3.800002,0,12.8602
11/30/2016 12:00,4533,25.19666,25.38168,0,1,3.746665,0,13.12882
11/30/2016 13:00,4534,25.22335,25.49667,0,1,3.699998,0,13.3496
11/30/2016 14:00,4535,25.85168,25.37833,0,1.028333,3.699998,0,13.74581
11/30/2016 15:00,4536,25.505,25.45333,0,1.128333,3.699998,0,13.73993
11/30/2016 16:00,4537,25.34833,25.49667,0,1.31,3.699998,0,13.40668
11/30/2016 17:00,4538,25.43001,25.45,0,1.528333,3.671667,0,13.17331
11/30/2016 18:00,4539,26.12831,25.47166,0,1.678333,3.600002,0,12.98276
11/30/2016 19:00,4540,26.19998,25.41833,0,1.699999,3.600002,0,12.91393
11/30/2016 20:00,4541,26.20668,25.33501,0,1.646666,3.600002,0,12.87363
11/30/2016 21:00,4542,26.34668,25.42834,0,1.521667,3.600002,0,12.84258
11/30/2016 22:00,4543,26.35002,25.52167,0,1.496667,3.600002,0,12.81907
11/30/2016 23:00,4544,26.37502,25.45,0,1.400001,3.600002,0,12.78801
12/1/2016 0:00,4545,26.32501,25.5,0,1.400001,3.600002,0,12.75359
12/1/2016 1:00,4546,26.37835,25.425,0,1.400001,3.600002,0,12.73009
12/1/2016 2:00,4547,26.36835,25.42834,0,1.321667,3.600002,0,12.70994
12/1/2016 3:00,4548,26.30334,25.47168,0,1.3,3.600002,0,12.69483
12/1/2016 4:00,4549,26.30001,25.55332,0,1.3,3.600002,0,12.68392
12/1/2016 5:00,4550,26.22499,25.47168,0,1.3,3.600002,0,12.66713
12/1/2016 6:00,4551,26.19665,25.47499,0,1.3,3.600002,0,12.65454
12/1/2016 7:00,4552,26.14998,25.57833,0,1.3,3.600002,0,12.64363
12/1/2016 8:00,4553,26.14664,25.51499,0,1.3,3.600002,0,12.62936
12/1/2016 9:00,4554,26.05,25.43499,0,1.3,3.600002,0,12.61173
12/1/2016 10:00,4555,26.12165,25.42167,0,1.3,3.600002,0,12.62096
12/1/2016 11:00,4556,26.05665,25.525,0,1.3,3.600002,0,12.72169
12/1/2016 12:00,4557,26.09665,25.525,0,1.3,3.600002,0,12.77962
12/1/2016 13:00,4558,25.64501,25.55332,0,1.328333,3.600002,0,13.78275
12/1/2016 14:00,4559,25.62833,25.57166,0,1.456667,3.575,0,13.32525
12/1/2016 15:00,4560,25.87666,25.49334,0,1.710001,3.546667,0,13.337
12/1/2016 16:00,4561,26.07499,25.475,0,1.953333,3.5,0,13.36639
12/1/2016 17:00,4562,26.12498,25.50999,0,2.053333,3.5,0,13.03481
12/1/2016 18:00,4563,26.12499,25.62166,0,2.071666,3.525002,0,12.91812
12/1/2016 19:00,4564,26.1,25.57166,0,2,3.528335,0,12.87028
12/1/2016 20:00,4565,26.1,25.53165,0,1.971667,3.575002,0,12.82663
12/1/2016 21:00,4566,26.12831,25.59998,0,1.900001,3.600002,0,12.78214
12/1/2016 22:00,4567,26.20334,25.54998,0,1.871668,3.600002,0,12.73932
12/1/2016 23:00,4568,26.27167,25.60333,0,1.800001,3.600002,0,12.70407
12/2/2016 0:00,4569,26.22499,25.59666,0,1.721666,3.600002,0,12.66545
12/2/2016 1:00,4570,26.17498,25.57832,0,1.696666,3.600002,0,12.62516
12/2/2016 2:00,4571,26.22498,25.61832,0,1.599999,3.600002,0,12.58235
12/2/2016 3:00,4572,26.14666,25.57832,0,1.521667,3.600002,0,12.55884
12/2/2016 4:00,4573,26.07499,25.50333,0,1.418334,3.600002,0,12.53954
12/2/2016 5:00,4574,26.09999,25.62166,0,1.296667,3.600002,0,12.52023
12/2/2016 6:00,4575,26.02666,25.60333,0,1.146666,3.600002,0,12.49001
12/2/2016 7:00,4576,25.92499,25.64665,0,1.046667,3.600002,0,12.4749
12/2/2016 8:00,4577,25.32501,25.64998,0,0.9966667,3.600002,0,12.4472
12/2/2016 9:00,4578,25.31334,25.60001,0,0.9000005,3.600002,0,12.42789
12/2/2016 10:00,4579,25.53336,25.66499,0,0.896667,3.546668,0,13.29335
12/2/2016 11:00,4580,25.32168,25.48832,0,0.7999995,3.5,0,13.91706
12/2/2016 12:00,4581,25.40333,25.64999,0,0.7999995,3.5,0,13.84906
12/2/2016 13:00,4582,25.18832,25.64999,0,0.7999995,3.5,0,13.80541
12/2/2016 14:00,4583,25.40833,25.57501,0,0.7716666,3.496666,0,13.78443
12/2/2016 15:00,4584,25.24165,25.525,0,0.7283334,3.399998,0,13.26397
12/2/2016 16:00,4585,25.45832,25.625,0,0.8283336,3.399998,0,13.32945
12/2/2016 17:00,4586,25.27832,25.61832,0,0.9283333,3.399998,0,13.81716
12/2/2016 18:00,4587,25.38834,25.63166,0,1,3.399998,0,13.13134
12/2/2016 19:00,4588,25.35499,25.66832,0,1,3.399998,0,13.00039
12/2/2016 20:00,4589,25.14999,25.63165,0,0.9216672,3.346669,0,12.93995
12/2/2016 21:00,4590,25.32832,25.59666,0,0.896667,3.300002,0,12.90217
12/2/2016 22:00,4591,25.12165,25.59665,0,0.7999995,3.300002,0,12.86692
12/2/2016 23:00,4592,25.12499,25.55,0,0.746667,3.300002,0,12.84593
12/3/2016 0:00,4593,25.22831,25.63166,0,0.7000004,3.300002,0,12.82663
12/3/2016 1:00,4594,25.18165,25.675,0,0.7000004,3.300002,0,12.8132
12/3/2016 2:00,4595,25.16498,25.57166,0,0.7000004,3.300002,0,12.79892
12/3/2016 3:00,4596,25.12166,25.54999,0,0.6716665,3.271667,0,12.7771
12/3/2016 4:00,4597,25.025,25.56832,0,0.6000001,3.199998,0,12.77206
12/3/2016 5:00,4598,25,25.46,0,0.6000001,3.199998,0,12.76535
12/3/2016 6:00,4599,25,25.67165,0,0.6000001,3.199998,0,12.75947
12/3/2016 7:00,4600,24.95001,25.53167,0,0.6000001,3.199998,0,12.74268
12/3/2016 8:00,4601,25.02499,25.61834,0,0.6000001,3.199998,0,12.73345
12/3/2016 9:00,4602,25.025,25.57166,0,0.6000001,3.199998,0,12.72002
12/3/2016 10:00,4603,24.97834,25.57499,0,0.5966668,3.199998,0,12.75275
12/3/2016 11:00,4604,25.09665,25.62832,0,0.5533334,3.146666,0,12.85601
12/3/2016 12:00,4605,25.07831,25.61498,0,0.5466667,3.100001,0,13.09776
12/3/2016 13:00,4606,25.07166,25.53498,0,0.525,3.100001,0,13.15401
12/3/2016 14:00,4607,25,25.59999,0,0.5250001,3.100001,0,13.08853
12/3/2016 15:00,4608,24.99667,25.615,0,0.5,3.100001,0,13.02725
12/3/2016 16:00,4609,24.92834,25.43833,0,0.5533335,3.100001,0,12.93323
12/3/2016 17:00,4610,24.94668,25.61833,0,0.575,3.100001,0,12.81487
12/3/2016 18:00,4611,24.975,25.55332,0,0.6000001,3.100001,0,12.74604
12/3/2016 19:00,4612,24.90001,25.52833,0,0.6000001,3.100001,0,12.72086
12/3/2016 20:00,4613,24.90001,25.58666,0,0.6000001,3.050002,0,12.69735
12/3/2016 21:00,4614,24.90001,25.48166,0,0.6000001,3.021667,0,12.67972
12/3/2016 22:00,4615,24.90001,25.58166,0,0.6000001,3,0,12.66126
12/3/2016 23:00,4616,24.87501,25.54333,0,0.6000001,3,0,12.64363
12/4/2016 0:00,4617,24.92501,25.57832,0,0.6000001,3,0,12.61593
12/4/2016 1:00,4618,24.87834,25.64999,0,0.6000001,3,0,12.5941
12/4/2016 2:00,4619,24.94668,25.49667,0,0.6000001,3,0,12.56808
12/4/2016 3:00,4620,24.87834,25.60332,0,0.6000001,3,0,12.53366
12/4/2016 4:00,4621,24.92167,25.54666,0,0.6000001,3,0,12.51352
12/4/2016 5:00,4622,24.90001,25.625,0,0.6000001,3,0,12.49757
12/4/2016 6:00,4623,24.95,25.47501,0,0.6000001,3,0,12.48917
12/4/2016 7:00,4624,24.87168,25.62832,0,0.6000001,3,0,12.48749
12/4/2016 8:00,4625,24.87835,25.525,0,0.6000001,3,0,12.48749
12/4/2016 9:00,4626,24.90001,25.44668,0,0.6000001,2.946666,0,12.48581
12/4/2016 10:00,4627,24.87502,25.5,0,0.6000001,2.903333,0,12.52611
12/4/2016 11:00,4628,24.87169,25.55332,0,0.6000001,2.921666,0,12.72925
12/4/2016 12:00,4629,24.87835,25.57499,0,0.6000001,2.899999,0,13.07762
12/4/2016 13:00,4630,24.87501,25.525,0,0.6000001,2.899999,0,13.08098
12/4/2016 14:00,4631,24.87169,25.49333,0,0.6783337,2.899999,0,12.97353
12/4/2016 15:00,4632,24.80332,25.50332,0,0.7783328,2.899999,0,12.89798
12/4/2016 16:00,4633,24.87501,25.50333,0,0.8783338,2.899999,0,12.74604
12/4/2016 17:00,4634,24.90001,25.54999,0,0.9000005,2.899999,0,12.59746
12/4/2016 18:00,4635,24.87501,25.49334,0,0.9283333,2.899999,0,12.54625
12/4/2016 19:00,4636,24.84333,25.5,0,1,2.899999,0,12.52023
12/4/2016 20:00,4637,24.82834,25.53165,0,1,2.899999,0,12.50596
12/4/2016 21:00,4638,24.77833,25.52166,0,1,2.899999,0,12.50428
12/4/2016 22:00,4639,24.87502,25.54,0,1,2.899999,0,12.50008
12/4/2016 23:00,4640,24.87501,25.40334,0,1,2.899999,0,12.50428
12/5/2016 0:00,4641,24.86834,25.37502,0,1,2.899999,0,12.5068
12/5/2016 1:00,4642,24.80668,25.45667,0,1,2.925,0,12.50344
12/5/2016 2:00,4643,24.85001,25.475,0,1.053333,2.925,0,12.49757
12/5/2016 3:00,4644,24.84333,25.41834,0,1.075,2.928332,0,12.49253
12/5/2016 4:00,4645,24.80335,25.43166,0,1.099999,2.950001,0,12.48413
12/5/2016 5:00,4646,24.80001,25.52833,0,1.021667,3,0,12.46819
12/5/2016 6:00,4647,24.825,25.49,0,1,3,0,12.45979
12/5/2016 7:00,4648,24.77501,25.43167,0,0.9216672,3,0,12.44216
12/5/2016 8:00,4649,24.85002,25.49334,0,0.896667,3,0,12.4195
12/5/2016 9:00,4650,24.87835,25.35669,0,0.7966663,3,0,12.39851
12/5/2016 10:00,4651,24.87502,25.42834,0,0.7000004,3,0,14.01527
12/5/2016 11:00,4652,24.82168,25.47166,0,0.7000004,3,0,13.86585
12/5/2016 12:00,4653,24.80001,25.52166,0,0.696667,3,0,13.81129
12/5/2016 13:00,4654,24.725,25.45333,0,0.6000001,3,0,13.77351
12/5/2016 14:00,4655,24.80001,25.39669,0,0.6000001,3,0,13.77939
12/5/2016 15:00,4656,24.74665,25.42834,0,0.6000001,2.971665,0,13.78191
12/5/2016 16:00,4657,24.72501,25.49667,0,0.6533338,2.899999,0,13.80205
12/5/2016 17:00,4658,24.77502,25.43168,0,0.7283334,2.899999,0,13.83815
12/5/2016 18:00,4659,24.75335,25.46835,0,0.7999995,2.899999,0,13.14897
12/5/2016 19:00,4660,24.77499,25.37169,0,0.7966663,2.899999,0,12.99199
12/5/2016 20:00,4661,24.75002,25.43167,0,0.7000004,2.899999,0,12.92904
12/5/2016 21:00,4662,24.74999,25.5,0,0.696667,2.899999,0,12.88623
12/5/2016 22:00,4663,24.72166,25.49334,0,0.6000001,2.899999,0,12.85601
12/5/2016 23:00,4664,24.75335,25.40668,0,0.5966668,2.899999,0,12.82663
12/6/2016 0:00,4665,24.77166,25.37167,0,0.5,2.899999,0,12.80228
12/6/2016 1:00,4666,24.72499,25.45334,0,0.5,2.899999,0,12.78214
12/6/2016 2:00,4667,24.69999,25.49334,0,0.4966666,2.899999,0,12.75779
12/6/2016 3:00,4668,24.72832,25.40668,0,0.3999998,2.899999,0,12.73429
12/6/2016 4:00,4669,24.77168,25.44668,0,0.3999998,2.899999,0,12.72086
12/6/2016 5:00,4670,24.69999,25.47167,0,0.3216667,2.899999,0,12.71078
12/6/2016 6:00,4671,24.67499,25.42501,0,0.3,2.871668,0,12.69819
12/6/2016 7:00,4672,24.675,25.33835,0,0.3,2.800002,0,12.69315
12/6/2016 8:00,4673,24.67498,25.56167,0,0.2466666,2.800002,0,12.67888
12/6/2016 9:00,4674,24.67499,25.35668,0,0.1999999,2.800002,0,12.66545
12/6/2016 10:00,4675,24.67498,25.46833,0,0.1999999,2.800002,0,12.77962
12/6/2016 11:00,4676,24.67499,25.42501,0,0.1466666,2.796668,0,13.01298
12/6/2016 12:00,4677,24.72165,25.43501,0,0.09999994,2.699998,0,14.13783
12/6/2016 13:00,4678,24.65332,25.47167,0,0.09999994,2.699998,0,14.02199
12/6/2016 14:00,4679,24.69666,25.47501,0,0.09999994,2.699998,0,14.03374
12/6/2016 15:00,4680,24.62833,25.38167,0,0.09999994,2.699998,0,13.99429
12/6/2016 16:00,4681,24.64664,25.46167,0,0.09999994,2.699998,0,13.40248
12/6/2016 17:00,4682,24.59999,25.35001,0,0.09999994,2.699998,0,13.90866
12/6/2016 18:00,4683,24.59999,25.37502,0,0.09999994,2.675,0,13.01214
12/6/2016 19:00,4684,24.59999,25.38168,0,0.09999994,2.646667,0,12.94666
12/6/2016 20:00,4685,24.57499,25.475,0,0.09999994,2.6,0,12.90385
12/6/2016 21:00,4686,24.59999,25.34334,0,0.09999994,2.6,0,12.87363
12/6/2016 22:00,4687,24.59999,25.30001,0,0.09999994,2.6,0,12.83838
12/6/2016 23:00,4688,24.55,25.40668,0,0.09999994,2.6,0,12.81068
12/7/2016 0:00,4689,24.57499,25.45334,0,0.09999994,2.6,0,12.78046
12/7/2016 1:00,4690,24.52833,25.465,0,0.09999994,2.6,0,12.76031
12/7/2016 2:00,4691,24.56499,25.42834,0,0.09999994,2.6,0,12.7452
12/7/2016 3:00,4692,24.560825,25.37501,0,0.09999994,2.573333,0,12.74184
12/7/2016 4:00,4693,24.55666,25.32168,0,0.09999994,2.546666,0,12.72589
12/7/2016 5:00,4694,24.62165,25.35666,0,0.02166667,2.5,0,12.70994
12/7/2016 6:00,4695,24.54999,25.44333,0,0,2.5,0,12.69399
12/7/2016 7:00,4696,24.57166,25.38169,0,0,2.5,0,12.67385
12/7/2016 8:00,4697,24.47833,25.46835,0,0,2.5,0,12.64531
12/7/2016 9:00,4698,24.59999,25.37501,0,0,2.5,0,12.63188
12/7/2016 10:00,4699,24.55,25.46,0,0,2.5,0,13.26313
12/7/2016 11:00,4700,24.5,25.54666,0,0,2.5,0,14.07403
12/7/2016 12:00,4701,24.52167,25.43168,0,0,2.5,0,14.00268
12/7/2016 13:00,4702,24.42168,25.46168,0,0,2.446666,0,13.9456
12/7/2016 14:00,4703,24.37834,25.45667,0,0,2.4,0,13.49902
12/7/2016 15:00,4704,24.49666,25.4,0,0,2.4,0,13.93049
12/7/2016 16:00,4705,24.39668,25.45335,0,0,2.4,0,13.99764
12/7/2016 17:00,4706,24.37501,25.45001,0,0,2.4,0,13.93888
12/7/2016 18:00,4707,24.35001,25.49667,0,0,2.4,0,13.10868
12/7/2016 19:00,4708,24.30001,25.45,0,0,2.4,0,12.95842
12/7/2016 20:00,4709,24.35334,25.47834,0,0,2.4,0,12.88958
12/7/2016 21:00,4710,24.35001,25.46501,0,0,2.4,0,12.84761
12/7/2016 22:00,4711,24.37167,25.37835,0,-0.05333332,2.4,0,12.81403
12/7/2016 23:00,4712,24.32501,25.48166,0,-0.09999994,2.4,0,12.78549
12/8/2016 0:00,4713,24.325,25.44334,0,-0.1033333,2.4,0,12.75443
12/8/2016 1:00,4714,24.35002,25.39668,0,-0.1999999,2.371668,0,12.72673
12/8/2016 2:00,4715,24.32835,25.35333,0,-0.2533334,2.325002,0,12.70659
12/8/2016 3:00,4716,24.32167,25.4,0,-0.3,2.300001,0,12.69148
12/8/2016 4:00,4717,24.30001,25.47167,0,-0.3283333,2.300001,0,12.66965
12/8/2016 5:00,4718,24.30001,25.43166,0,-0.3999998,2.300001,0,12.6537
12/8/2016 6:00,4719,24.27498,25.44668,0,-0.4783334,2.300001,0,12.64027
12/8/2016 7:00,4720,24.29667,25.45334,0,-0.5,2.300001,0,12.62348
12/8/2016 8:00,4721,24.19999,25.49334,0,-0.5,2.300001,0,12.62516
12/8/2016 9:00,4722,24.11832,25.375,0,-0.5,2.246665,0,12.61844
12/8/2016 10:00,4723,24.04999,25.42834,0,-0.5500002,2.199999,0,12.81823
12/8/2016 11:00,4724,23.97501,25.35668,0,-0.525,2.199999,0,13.70468
12/8/2016 12:00,4725,23.92168,25.49001,0,-0.5,2.199999,0,13.23459
12/8/2016 13:00,4726,23.84668,25.48166,0,-0.5,2.199999,0,13.34624
12/8/2016 14:00,4727,23.82502,25.47501,0,-0.4216664,2.199999,0,13.39744
12/8/2016 15:00,4728,23.79667,25.45334,0,-0.3999998,2.199999,0,13.7072
12/8/2016 16:00,4729,23.80334,25.57166,0,-0.3716663,2.199999,0,13.15569
12/8/2016 17:00,4730,23.79667,25.40001,0,-0.3,2.199999,0,12.95926
12/8/2016 18:00,4731,23.77834,25.55332,0,-0.3,2.146666,0,12.86524
12/8/2016 19:00,4732,23.80001,25.39001,0,-0.3,2.099999,0,12.81068
12/8/2016 20:00,4733,23.82501,25.43167,0,-0.3,2.099999,0,12.75863
12/8/2016 21:00,4734,23.85335,25.47499,0,-0.3,2.099999,0,12.72086
12/8/2016 22:00,4735,23.85001,25.40002,0,-0.3,2.099999,0,12.69399
12/8/2016 23:00,4736,23.84335,25.42834,0,-0.3,2.099999,0,12.6814
12/9/2016 0:00,4737,23.82835,25.54666,0,-0.3,2.099999,0,12.66797
12/9/2016 1:00,4738,23.82501,25.4,0,-0.3,2.099999,0,12.6579
12/9/2016 2:00,4739,23.77501,25.49667,0,-0.3,2.099999,0,12.65706
12/9/2016 3:00,4740,23.87835,25.44999,0,-0.3,2.096666,0,12.66293
12/9/2016 4:00,4741,23.87169,25.42501,0,-0.3,2,0,12.66377
12/9/2016 5:00,4742,23.80334,25.46833,0,-0.3,2,0,12.66126
12/9/2016 6:00,4743,23.87502,25.41,0,-0.3,2,0,12.66042
12/9/2016 7:00,4744,23.84667,25.45001,0,-0.3,2,0,12.6537
12/9/2016 8:00,4745,23.85001,25.47167,0,-0.3,2,0,12.65286
12/9/2016 9:00,4746,23.80334,25.42833,0,-0.3,2,0,12.64783
12/9/2016 10:00,4747,23.87501,25.39668,0,-0.3,2,0,12.64027
12/9/2016 11:00,4748,23.90001,25.45333,0,-0.3,2,0,12.63859
12/9/2016 12:00,4749,23.90001,25.45001,0,-0.3,2,0,12.64447
12/9/2016 13:00,4750,23.89668,25.49334,0,-0.3,2,0,12.6621
12/9/2016 14:00,4751,23.85334,25.52499,0,-0.3,2,0,12.71246
12/9/2016 15:00,4752,23.87501,25.43167,0,-0.275,2,0,12.83502
12/9/2016 16:00,4753,23.90001,25.41834,0,-0.2966667,2,0,12.81991
12/9/2016 17:00,4754,23.90001,25.37502,0,-0.1999999,2,0,12.67888
12/9/2016 18:00,4755,23.90001,25.45667,0,-0.1999999,2,0,12.62264
12/9/2016 19:00,4756,23.89668,25.39334,0,-0.1999999,2,0,12.60837
12/9/2016 20:00,4757,23.87835,25.35999,0,-0.1999999,2,0,12.60753
12/9/2016 21:00,4758,23.90001,25.49666,0,-0.1999999,2,0,12.58906
12/9/2016 22:00,4759,23.90001,25.47501,0,-0.1999999,2,0,12.58067
12/9/2016 23:00,4760,23.95,25.45001,0,-0.1999999,2,0,12.56724
12/10/2016 0:00,4761,23.90001,25.41835,0,-0.1999999,2,0,12.55717
12/10/2016 1:00,4762,23.90001,25.38167,0,-0.1999999,2,0,12.54625
12/10/2016 2:00,4763,23.90001,25.45,0,-0.1999999,2,0,12.5345
12/10/2016 3:00,4764,23.90001,25.42501,0,-0.1999999,2,0,12.51855
12/10/2016 4:00,4765,23.89668,25.46834,0,-0.1999999,2,0,12.5068
12/10/2016 5:00,4766,23.87835,25.35666,0,-0.1999999,2,0,12.49505
12/10/2016 6:00,4767,23.90001,25.37167,0,-0.1999999,2,0,12.48665
12/10/2016 7:00,4768,23.90001,25.425,0,-0.1999999,2,0,12.47994
12/10/2016 8:00,4769,23.90335,25.47833,0,-0.1749999,1.975,0,12.47574
12/10/2016 9:00,4770,23.91835,25.425,0,-0.1499999,2,0,12.47322
12/10/2016 10:00,4771,23.87835,25.41834,0,-0.1466666,1.946667,0,12.46902
12/10/2016 11:00,4772,23.90001,25.32502,0,-0.125,1.900001,0,12.49757
12/10/2016 12:00,4773,23.95334,25.36001,0,-0.09999994,1.900001,0,12.52527
12/10/2016 13:00,4774,23.91834,25.47168,0,-0.09999994,1.900001,0,12.61509
12/10/2016 14:00,4775,23.90667,25.34334,0,-0.09999994,1.900001,0,12.61761
12/10/2016 15:00,4776,24.21335,25.30667,0,-0.09999994,1.900001,0,12.61509
12/10/2016 16:00,4777,24.58831,25.34334,0,-0.09999994,1.900001,0,12.65706
12/10/2016 17:00,4778,24.95834,25.37502,0,-0.09999994,1.900001,0,12.48413
12/10/2016 18:00,4779,25.98499,25.37501,0,-0.09999994,1.900001,0,12.47238
12/10/2016 19:00,4780,26.36666,25.45667,0,-0.09999994,1.900001,0,12.46483
12/10/2016 20:00,4781,26.60001,25.46834,0,-0.09999994,1.900001,0,12.45895
12/10/2016 21:00,4782,26.71001,25.33168,0,-0.09999994,1.900001,0,12.45811
12/10/2016 22:00,4783,26.84668,25.44333,0,-0.09999994,1.900001,0,12.44888
12/10/2016 23:00,4784,26.82834,25.35668,0,-0.09999994,1.900001,0,12.44468
12/11/2016 0:00,4785,26.90001,25.44666,0,-0.09999994,1.900001,0,12.43293
12/11/2016 1:00,4786,26.87501,25.55332,0,-0.09999994,1.900001,0,12.42453
12/11/2016 2:00,4787,26.97499,25.47501,0,-0.09999994,1.900001,0,12.42034
12/11/2016 3:00,4788,27.08165,25.51831,0,-0.09999994,1.900001,0,12.41278
12/11/2016 4:00,4789,27.12499,25.47833,0,-0.09999994,1.900001,0,12.40942
12/11/2016 5:00,4790,27.12832,25.50999,0,-0.07166664,1.900001,0,12.40103
12/11/2016 6:00,4791,27.12165,25.57499,0,-0.05333332,1.900001,0,12.39599
12/11/2016 7:00,4792,27.18166,25.62498,0,-0.02166667,1.900001,0,12.3876
12/11/2016 8:00,4793,27.17165,25.67832,0,-0.025,1.900001,0,12.38004
12/11/2016 9:00,4794,27.17166,25.77165,0,0,1.900001,0,12.36829
12/11/2016 10:00,4795,27.10332,25.69999,0,0,1.900001,0,12.8006
12/11/2016 11:00,4796,27.11832,25.75335,0,0,1.900001,0,13.57457
12/11/2016 12:00,4797,26.97834,25.77502,0,0,1.900001,0,13.14477
12/11/2016 13:00,4798,26.97168,25.79999,0,0,1.900001,0,13.78862
12/11/2016 14:00,4799,27.00333,25.85669,0,0,1.900001,0,13.06419
12/11/2016 15:00,4800,27.05333,25.89334,0,0,1.900001,0,13.65935
12/11/2016 16:00,4801,27.17498,25.87834,0,0,1.900001,0,13.80373
12/11/2016 17:00,4802,27.19999,25.90001,0,0,1.900001,0,13.32357
12/11/2016 18:00,4803,27.25668,25.92833,0,0,1.900001,0,12.96765
12/11/2016 19:00,4804,27.36835,26,0,0,1.900001,0,12.90973
12/11/2016 20:00,4805,27.19998,26.02833,0,0,1.900001,0,12.87951
12/11/2016 21:00,4806,27.19666,26.02167,0,0,1.900001,0,12.8602
12/11/2016 22:00,4807,27.075,26.02499,0,0,1.900001,0,12.83922
12/11/2016 23:00,4808,27.11832,26.05332,0,0,1.900001,0,12.81739
12/12/2016 0:00,4809,26.92834,26.07499,0,0,1.900001,0,12.79221
12/12/2016 1:00,4810,26.975,26.07166,0,0,1.900001,0,12.77878
12/12/2016 2:00,4811,26.87168,26.04999,0,0,1.900001,0,12.76535
12/12/2016 3:00,4812,26.84668,26.05332,0,0,1.900001,0,12.74772
12/12/2016 4:00,4813,26.71832,26.09665,0,0,1.900001,0,12.73261
12/12/2016 5:00,4814,26.6,26.05332,0,0,1.900001,0,12.7133
12/12/2016 6:00,4815,26.60666,26.09999,0,0,1.900001,0,12.69651
12/12/2016 7:00,4816,26.64666,26.09999,0,0,1.900001,0,12.68812
12/12/2016 8:00,4817,26.64667,26.12498,0,0,1.900001,0,12.66629
12/12/2016 9:00,4818,26.57166,26.10332,0,0,1.900001,0,12.65622
12/12/2016 10:00,4819,26.5,26.17165,0,0,1.900001,0,12.86608
12/12/2016 11:00,4820,26.41835,26.12832,0,0,1.900001,0,13.89691
12/12/2016 12:00,4821,26.32168,26.14666,0,0,1.900001,0,13.81213
12/12/2016 13:00,4822,26.28168,26.09999,0,0,1.900001,0,13.7626
12/12/2016 14:00,4823,26.18999,26.12832,0,0,1.900001,0,13.81884
12/12/2016 15:00,4824,26.15332,26.12165,0,0,1.900001,0,13.66438
12/12/2016 16:00,4825,26.17498,26.17501,0,0,1.900001,0,13.34372
12/12/2016 17:00,4826,26.19999,26.12498,0,0,1.900001,0,13.29839
12/12/2016 18:00,4827,26.22833,26.12499,0,0,1.900001,0,13.03397
12/12/2016 19:00,4828,26.21832,26.09999,0,0,1.900001,0,12.9517
12/12/2016 20:00,4829,26.21,26.12499,0,0,1.900001,0,12.90973
12/12/2016 21:00,4830,26.24333,26.12499,0,0,1.900001,0,12.88035
12/12/2016 22:00,4831,26.14999,26.09999,0,0,1.900001,0,12.85601
12/12/2016 23:00,4832,26.14666,26.14999,0,0,1.900001,0,12.83418
12/13/2016 0:00,4833,26.12499,26.12499,0,0,1.900001,0,12.81907
12/13/2016 1:00,4834,25.87165,26.12499,0,0,1.900001,0,12.80312
12/13/2016 2:00,4835,26.05332,26.15332,0,0,1.900001,0,12.78465
12/13/2016 3:00,4836,25.45168,26.17165,0,0,1.900001,0,12.76619
12/13/2016 4:00,4837,25.56668,26.12499,0,0,1.900001,0,12.74856
12/13/2016 5:00,4838,25.42501,26.12498,0,0,1.900001,0,12.73764
12/13/2016 6:00,4839,25.35665,26.10332,0,0,1.900001,0,12.72338
12/13/2016 7:00,4840,25.72334,26.14666,0,0,1.900001,0,12.71498
12/13/2016 8:00,4841,25.30002,26.10332,0,0,1.900001,0,12.69903
12/13/2016 9:00,4842,25.28165,26.14332,0,0,1.900001,0,12.68896
12/13/2016 10:00,4843,25.30001,26.05665,0,0,1.900001,0,12.74184
12/13/2016 11:00,4844,25.21499,26.09666,0,0,1.900001,0,13.1624
12/13/2016 12:00,4845,25.12832,26.12165,0,0,1.900001,0,13.42179
12/13/2016 13:00,4846,25.17499,26.07832,0,0,1.900001,0,13.87173
12/13/2016 14:00,4847,25.21834,26.09665,0,0,1.900001,0,13.42431
12/13/2016 15:00,4848,25.12832,26.02833,0,0,1.900001,0,13.27656
12/13/2016 16:00,4849,25.25335,26.09999,0,0,1.900001,0,13.20185
12/13/2016 17:00,4850,25.16833,26.09999,0,0,1.900001,0,13.17331
12/13/2016 18:00,4851,25.09999,26.07499,0,0,1.900001,0,12.94415
12/13/2016 19:00,4852,25.10332,26.09999,0,0,1.900001,0,12.89042
